JOURNAL NAME;AREA
International Information & Library Review ; eecs
Ai Magazine ; eecs
Forensic Science International ; brain
Computers and Biomedical Research ; health
Progress in Crystal Growth and Characterization of Materials ; mathphysics
Proceedings of The Estonian Academy of Sciences ; mathphysics
Geologica Acta ; earth
Quarterly Journal of Experimental Psychology Section B-comparative and Physiological Psychology ; brain
Irbm News ; health
Urban Studies ; social
International Journal of Surgical Pathology ; medical
Drug News & Perspectives ; brain
Rheumatology ; medical
Discrete Dynamics in Nature and Society ; social
Journal of Porous Media ; engineering
International Angiology ; medical
Iktisat Isletme Ve Finans ; social
Journal of Spinal Disorders & Techniques ; health
Siam Review ; mathphysics
Journal of Pharmaceutical Marketing & Management ; medical
Biomicrofluidics ; engineering
Journal of Chemical Health and Safety ; health
Ethnos ; humanities
European Journal of Mechanics B-fluids ; engineering
Journal of Intellectual Capital ; social
Clinical Oral Investigations ; health
Revista Espanola De Linguistica Aplicada ; social
Journal of Power Electronics ; eecs
Business Communication Quarterly ; social
Educational Measurement: Issues and Practice ; social
Surgical Neurology ; brain
Apeiron ; mathphysics
Health Research Policy and Systems ; health
Journal of Interventional Cardiology ; medical
Computational Statistics & Data Analysis ; social
Journal of Pidgin and Creole Languages ; humanities
Ecoscience ; bio
Journal of Separation Science ; chem
Lithology and Mineral Resources ; earth
Pediatric Anesthesia ; medical
Primary Care Update for Ob\/gyns ; medical
History ; humanities
Revista De Indias ; humanities
Interdisciplinary Science Reviews ; social
Journal of Clinical Neuromuscular Disease ; health
French Forum ; humanities
International Journal of Speleology ; bio
Psychoanalytic Psychotherapy ; health
Computational Materials Science ; mathphysics
Stochastic Processes and their Applications ; mathphysics
Critical Reviews in Therapeutic Drug Carrier Systems ; chem
Japanese Journal of Physiology ; medical
International Journal of Molecular Sciences ; chem
Geografiska Annaler Series A-physical Geography ; earth
Journal of Neuroscience Methods ; brain
Proceedings of the British Academy ; earth
Clinical Child Psychology and Psychiatry ; social
Journal of Biomolecular NMR ; brain
Artificial Intelligence ; eecs
International Journal of E-business Research ; social
Journal of Voice ; health
Journal of Personnel Evaluation in Education ; social
Oceanic Linguistics ; humanities
Societes ; social
Journal of Teacher Education ; social
Journal of The South African Institution of Civil Engineering ; engineering
Operative Techniques in Orthopaedics ; health
Evaluation ; health
Current Hepatitis Reports ; medical
Chinese Annals of Mathematics, Series B ; mathphysics
E-journal of Surface Science and Nanotechnology ; mathphysics
Ghana Medical Journal ; health
Cardiovascular Pathology ; medical
Carbonates and Evaporites ; earth
Cough ; medical
Journal of Surgical Oncology ; medical
Journal of Radiation Research ; health
Strategies in Trauma and Limb Reconstruction ; health
Comparative Biochemistry and Physiology A-molecular & Integrative Physiology ; bio
International Journal of Agricultural Sustainability ; engineering
Bulletin De Correspondance Hellenique ; humanities
Emerging Markets Finance and Trade ; social
Set-valued and Variational Analysis ; mathphysics
Tydskrif Vir Letterkunde ; social
Journal of The Royal Statistical Society Series B-statistical Methodology ; social
Geographical Review of Japan Series B ; social
European Journal of Cancer Care ; social
American Imago ; health
Boletim Do Centro De Pesquisa De Processamento De Alimentos ; chem
Transactions of Famena ; engineering
ACS Chemical Biology ; diseases
Feuillets De Radiologie ; brain
Journal of Superhard Materials ; mathphysics
Seminars in Immunopathology ; diseases
Journal of Pest Science ; bio
Chemical & Pharmaceutical Bulletin ; chem
International Social Work ; social
South African Journal of Economics ; social
Rilce-revista De Filologia Hispanica ; social
Archives of Womens Mental Health ; social
Journal of Inequalities and Applications ; mathphysics
Genomic Medicine ; biotech
Economics of Governance ; social
Journal of Contemporary Religion ; social
Journal of Foraminiferal Research ; earth
Chinese Journal of Oceanology and Limnology ; bio
Earth Sciences History ; humanities
Journal of Postgraduate Medicine ; diseases
Nurse Education in Practice ; health
Journal of Epilepsy and Clinical Neurophysiology ; brain
Journal of Democracy ; social
Medical Informatics and The Internet in Medicine ; health
Applied Catalysis A-general ; chem
Journal of Competition Law and Economics ; social
American Journal of Emergency Medicine ; health
Journal of Economic Policy Reform ; social
Veterinary Anaesthesia and Analgesia ; diseases
Transformation Groups ; mathphysics
Etudes Anglaises ; humanities
Psychiatric Genetics ; medical
Shock ; medical
Advanced Emergency Nursing Journal ; health
Taiwanese Journal of Obstetrics & Gynecology ; medical
Kinematics and Physics of Celestial Bodies ; mathphysics
Journal of Investigative Dermatology ; medical
Engineering Fracture Mechanics ; engineering
New Zealand Journal of Geology and Geophysics ; earth
Journal of Automated Reasoning ; eecs
Familial Cancer ; medical
Cancer Informatics ; medical
Essays in Biochemistry ; medical
Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen ; health
PLOS Biology ; medical
Current Psychosis & Therapeutics Reports ; brain
Journal of Asian Earth Sciences ; earth
Sensors and Materials ; engineering
Molluscan Research ; bio
International Journal of Approximate Reasoning ; eecs
Food Analytical Methods ; chem
Giscience & Remote Sensing ; earth
Debatte ; social
The Imaging Science Journal ; engineering
Mechanics Based Design of Structures and Machines ; engineering
Studia Rosenthaliana ; humanities
Biofabrication ; health
Botanical Review ; bio
Feline Practice ; diseases
Tropical Agriculture ; bio
Plant Production Science ; bio
Synthesis Lectures on Antennas ; eecs
Current Enzyme Inhibition ; medical
Archives of Environmental Health ; health
Lubrication Engineering ; engineering
Coastal Management ; engineering
Acta Metallurgica Sinica (english Letters) ; engineering
Applied Cognitive Psychology ; brain
Advances in Microbial Physiology ; diseases
Cutis ; medical
Chinese Journal of Appplied Environmental Biology ; bio
Journal of Behavioral Decision Making ; social
BMC Ear, Nose and Throat Disorders ; brain
Outlook on Agriculture ; bio
Reviews in Gynaecological Practice ; medical
Cirp Annals-manufacturing Technology ; engineering
Family Medicine ; health
BMC Pregnancy and Childbirth ; medical
Annual Review of Fluid Mechanics ; engineering
Asia-Pacific Journal of Operational Research ; social
The Journal of Portfolio Management ; social
International Journal of Industrial Ergonomics ; eecs
Science & Technology Libraries ; eecs
Acta Politica ; social
Nature Clinical Practice Urology ; medical
Biological Psychiatry ; brain
Expert Review of Molecular Diagnostics ; diseases
Journal of Applied Social Science ; social
Journal of The Mathematical Society of Japan ; mathphysics
Annales De Genetique ; medical
Intech ; eecs
Ocean & Coastal Management ; engineering
Emc - Oto-rhino-laryngologie ; brain
European Psychologist ; social
Antioxidants & Redox Signaling ; health
Behavioral and Brain Functions ; brain
Geriatrics & Gerontology International ; health
Artificial Organs ; health
Pathology ; medical
American Journal of Physiology-cell Physiology ; diseases
Philosophy of the Social Sciences ; social
Production and Operations Management ; social
Molecular Medicine ; medical
BMC Ophthalmology ; medical
Thai Journal of Veterinary Medicine ; diseases
Annals of Diagnostic Pathology ; medical
Continuity and Change ; humanities
Logopedics Phoniatrics Vocology ; health
Review of Religious Research ; social
Acta Genetica Sinica ; bio
Journal of Population Economics ; social
Journal of Physics and Chemistry of Solids ; mathphysics
Frontiers of Architecture and Civil Engineering in China ; engineering
Microporous and Mesoporous Materials ; chem
International Journal of Wireless Information Networks ; eecs
Fems Yeast Research ; biotech
Scripta Geologica ; earth
Management Science ; social
Food Security ; engineering
Advanced Robotics ; eecs
Oxford Journal of Archaeology ; earth
Journal of Education and Work ; social
Journal of Gender Studies ; social
Entomological Research ; bio
Geofisica Internacional ; earth
Cattle Practice ; diseases
Turkish Journal of Botany ; bio
Applicable Analysis and Discrete Mathematics ; mathphysics
IEEE Aerospace and Electronic Systems Magazine ; engineering
International Journal of Machining and Machinability of Materials ; engineering
Journal of Turbulence ; engineering
Ecography ; bio
Progress of Theoretical Physics Supplement ; mathphysics
Mana-estudos De Antropologia Social ; social
Oral and Maxillofacial Surgery ; health
European Journal of Mass Spectrometry ; chem
Food Technology ; biotech
Journal of Scientific & Industrial Research ; biotech
Ese-estudios Sobre Educacion ; social
European Cells & Materials ; health
Journal for The Theory of Social Behaviour ; social
Journal of Bioeconomics ; social
Weather and Forecasting ; earth
Addiction Research ; health
IEEE Journal of Solid-state Circuits ; eecs
Acta Scientiarum Polonorum-hortorum Cultus ; bio
Bulletin of the American Meteorological Society ; earth
Transactions of The Royal Society of South Australia ; bio
Perspectives in Medical Virology ; diseases
Journal of Artificial Organs ; health
Current Opinion in Anesthesiology ; medical
Hand ; health
Transactions of The Royal Society of Edinburgh-earth Sciences ; earth
Journal of The International Neuropsychological Society ; brain
Studies in Educational Evaluation ; health
International Journal of Clinical and Experimental Hypnosis ; health
International Journal of Geographical Information Science ; earth
